 [ID0] VXU25_FUT_CFE[M]  30 Min  #7			Formula Source Sheet #5.  Enter and modify formulas for this sheet on Sheet5
Date Time	[ID0.SG1] Open	[ID0.SG2] High	[ID0.SG3] Low	[ID0.SG4] Last	[ID0.SG5] Volume	[ID0.SG6] # of Trades				K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z
2025-08-28  16:00:00	16.69	16.70	16.69	16.69	10	4
2025-08-28  15:30:00	16.73	16.75	16.65	16.65	7855	1375
2025-08-28  15:00:00	16.67	16.75	16.65	16.70	2202	663
2025-08-28  14:30:00	16.67	16.70	16.65	16.70	2445	783
2025-08-28  14:00:00	16.67	16.70	16.65	16.65	1286	618
2025-08-28  13:30:00	16.60	16.70	16.60	16.70	2395	663
2025-08-28  13:00:00	16.66	16.75	16.60	16.60	1405	621
2025-08-28  12:30:00	16.65	16.75	16.60	16.65	2587	844
2025-08-28  12:00:00	16.72	16.75	16.61	16.65	1274	477
2025-08-28  11:30:00	16.81	16.81	16.66	16.70	2776	800		Bid (read-only):	16.700000762939453
2025-08-28  11:00:00	16.76	16.85	16.65	16.83	3504	1149		Bid Size (read-only):	131
2025-08-28  10:30:00	16.86	16.90	16.70	16.80	3381	1204		Ask (read-only):	16.75
2025-08-28  10:00:00	16.85	16.91	16.70	16.85	5606	1896		Ask Size (read-only):	186
2025-08-28  09:30:00	16.67	17.00	16.65	16.88	9975	2770		Daily Open (read-only):	16.799999237060547
2025-08-27  16:00:00	16.95	16.95	16.90	16.93	162	14		Daily High (read-only):	16.799999237060547
2025-08-27  15:30:00	16.90	17.00	16.85	16.90	9042	1632		Daily Low (read-only):	16.600000381469727
2025-08-27  15:00:00	16.95	17.05	16.90	16.90	3138	681		Daily Price Change (read-only):	-0.049999237060546875
2025-08-27  14:30:00	16.90	17.00	16.90	16.93	1469	380		Daily Volume (read-only):	2054
2025-08-27  14:00:00	16.95	17.00	16.90	16.90	1000	327		Tick Size (read-only):	0.05000000074505806
2025-08-27  13:30:00	16.95	17.00	16.90	16.95	955	307
2025-08-27  13:00:00	17.05	17.10	16.95	17.00	1661	446
2025-08-27  12:30:00	17.10	17.20	17.03	17.05	3641	835
2025-08-27  12:00:00	16.95	17.15	16.95	17.10	2422	672
2025-08-27  11:30:00	16.98	17.04	16.90	16.95	2019	544
2025-08-27  11:00:00	16.93	17.00	16.90	17.00	2717	778
2025-08-27  10:30:00	16.88	17.00	16.85	16.93	3852	1115
2025-08-27  10:00:00	16.90	16.95	16.85	16.85	2564	955
2025-08-27  09:30:00	16.98	16.98	16.85	16.90	2821	943		Number of Rows (read-only):	1000
2025-08-26  16:00:00	16.90	16.90	16.90	16.90	367	37
2025-08-26  15:30:00	16.85	17.00	16.85	16.90	11055	2075
2025-08-26  15:00:00	16.90	16.98	16.85	16.85	4113	870
2025-08-26  14:30:00	16.95	17.00	16.90	16.93	2118	724
2025-08-26  14:00:00	17.05	17.05	16.95	17.00	1124	385
2025-08-26  13:30:00	16.90	17.07	16.90	17.00	1545	541		Seconds Per Bar - Intraday (read-only):	1800
2025-08-26  13:00:00	16.95	17.03	16.90	16.95	1645	585		Number of Trades Per Bar - Intraday (read-only):	0
2025-08-26  12:30:00	16.95	17.00	16.94	16.95	1499	641		Volume Per Bar - Intraday (read-only):	0
2025-08-26  12:00:00	17.00	17.05	16.94	16.95	1909	657		Range in Ticks - Intraday (read-only):	0
2025-08-26  11:30:00	17.05	17.10	16.98	17.00	1291	424		Symbol (read-only):	VXU25_FUT_CFE
2025-08-26  11:00:00	16.95	17.07	16.95	17.03	2313	757		Last Bar End DateTime (read-only):	2025-08-28  16:00:00
2025-08-26  10:30:00	16.98	17.05	16.90	16.98	4040	1424
2025-08-26  10:00:00	17.10	17.10	16.90	17.00	5860	1941
2025-08-26  09:30:00	17.15	17.20	17.05	17.07	6126	1444
2025-08-25  16:00:00	17.00	17.00	17.00	17.00	1	1
2025-08-25  15:30:00	16.97	17.10	16.95	17.00	15301	2645
2025-08-25  15:00:00	16.95	17.01	16.92	17.00	3576	1069
2025-08-25  14:30:00	17.00	17.05	16.95	17.00	966	442
2025-08-25  14:00:00	16.95	17.05	16.95	17.00	1550	582
2025-08-25  13:30:00	17.00	17.10	16.95	16.95	1737	503
2025-08-25  13:00:00	17.00	17.05	16.95	17.00	1467	394
2025-08-25  12:30:00	16.98	17.00	16.90	16.95	2787	707
2025-08-25  12:00:00	17.00	17.05	16.95	16.95	1095	263
2025-08-25  11:30:00	17.00	17.10	16.95	17.00	3743	965
2025-08-25  11:00:00	16.99	17.05	16.95	17.00	2110	820
2025-08-25  10:30:00	17.05	17.10	16.95	16.95	3923	1278		Currency Value Per Tick (read-only):	50
2025-08-25  10:00:00	17.15	17.21	17.00	17.05	5891	1959		Connected to Data Feed (read-only):	1
2025-08-25  09:30:00	17.20	17.31	17.15	17.15	6237	1800
2025-08-22  16:00:00	16.95	17.00	16.95	17.00	23	4
2025-08-22  15:30:00	17.15	17.25	16.95	16.95	24370	3645
2025-08-22  15:00:00	17.15	17.20	17.10	17.20	4170	1208
2025-08-22  14:30:00	17.10	17.20	17.05	17.15	4406	1121
2025-08-22  14:00:00	17.10	17.15	17.05	17.10	1775	641
2025-08-22  13:30:00	17.10	17.16	17.05	17.10	2359	796
2025-08-22  13:00:00	17.30	17.30	17.10	17.10	3021	1112
2025-08-22  12:30:00	17.28	17.36	17.20	17.30	4314	1274
2025-08-22  12:00:00	17.25	17.35	17.15	17.25	3328	1286
2025-08-22  11:30:00	17.40	17.40	17.20	17.25	4221	1433
2025-08-22  11:00:00	17.55	17.60	17.35	17.35	6132	2232
2025-08-22  10:30:00	17.65	17.70	17.50	17.55	8019	2848
2025-08-22  10:00:00	18.40	18.40	17.55	17.66	14540	5647
2025-08-22  09:30:00	18.45	18.50	18.30	18.40	10528	3208
2025-08-21  16:00:00	18.55	18.58	18.55	18.58	201	17
2025-08-21  15:30:00	18.55	18.65	18.45	18.59	12111	2877
2025-08-21  15:00:00	18.50	18.60	18.45	18.55	2658	745		Chart Start Time (read-only):	09:30:00
2025-08-21  14:30:00	18.62	18.65	18.45	18.45	2855	1000		Chart End Time (read-only):	16:00:00
2025-08-21  14:00:00	18.56	18.65	18.50	18.62	1564	647		Number of Bars (read-only):	292
2025-08-21  13:30:00	18.70	18.70	18.55	18.60	2240	748
2025-08-21  13:00:00	18.65	18.80	18.55	18.68	3089	941
2025-08-21  12:30:00	18.61	18.70	18.50	18.65	2309	846
2025-08-21  12:00:00	18.60	18.70	18.50	18.61	1619	686
2025-08-21  11:30:00	18.45	18.65	18.35	18.60	2599	1001
2025-08-21  11:00:00	18.50	18.66	18.40	18.50	2532	942
2025-08-21  10:30:00	18.35	18.60	18.35	18.50	5263	1188
