Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, Open, High, Low, Close, Ask Volume, Bid Volume, Zero Line, Difference
2025-7-29, 04:35:00.000000, 638.52, 638.52, 638.46, 638.48, 673, 6, 638.49, 638.49, 638.49, 273, 400
2025-7-29, 04:40:00.000000, 638.47, 638.50, 638.43, 638.46, 2238, 18, 638.46, 638.46, 638.46, 1538, 700
2025-7-29, 04:45:00.000000, 638.42, 638.43, 638.25, 638.29, 19901, 55, 638.35, 638.32, 638.34, 2791, 17110
2025-7-29, 04:50:00.000000, 638.27, 638.41, 638.27, 638.37, 1700, 10, 638.33, 638.35, 638.34, 1500, 200
2025-7-29, 04:55:00.000000, 638.34, 638.34, 638.32, 638.32, 300, 3, 638.33, 638.33, 638.33, 200, 100
2025-7-29, 05:00:00.000000, 638.34, 638.42, 638.34, 638.42, 1589, 8, 638.38, 638.39, 638.38, 400, 1189
2025-7-29, 05:05:00.000000, 638.48, 638.49, 638.46, 638.47, 2108, 11, 638.47, 638.47, 638.47, 600, 1508
2025-7-29, 05:10:00.000000, 638.48, 638.57, 638.47, 638.57, 3047, 18, 638.52, 638.54, 638.52, 2347, 700
2025-7-29, 05:15:00.000000, 638.65, 638.65, 638.44, 638.45, 1210, 9, 638.55, 638.51, 638.55, 810, 400
2025-7-29, 05:20:00.000000, 638.37, 638.38, 638.30, 638.36, 2011, 11, 638.35, 638.35, 638.34, 848, 1163
2025-7-29, 05:25:00.000000, 638.40, 638.40, 638.35, 638.36, 463, 3, 638.38, 638.37, 638.38, 0, 463
2025-7-29, 05:30:00.000000, 638.46, 638.50, 638.44, 638.50, 1152, 5, 638.47, 638.48, 638.47, 591, 561
2025-7-29, 05:40:00.000000, 638.55, 638.55, 638.48, 638.48, 1400, 14, 638.52, 638.50, 638.52, 700, 700
2025-7-29, 05:45:00.000000, 638.46, 638.47, 638.46, 638.46, 430, 3, 638.46, 638.46, 638.46, 430, 0
2025-7-29, 05:50:00.000000, 638.64, 638.74, 638.64, 638.64, 11271, 31, 638.67, 638.67, 638.69, 1300, 9971
2025-7-29, 05:55:00.000000, 638.64, 638.73, 638.32, 638.56, 9150, 66, 638.56, 638.54, 638.53, 5025, 4125
2025-7-29, 06:00:00.000000, 638.65, 638.75, 638.65, 638.67, 2512, 15, 638.68, 638.69, 638.70, 1899, 613
2025-7-29, 06:05:00.000000, 638.69, 638.69, 638.59, 638.65, 1410, 13, 638.66, 638.64, 638.64, 1110, 300
2025-7-29, 06:10:00.000000, 638.66, 638.69, 638.63, 638.63, 1300, 9, 638.65, 638.65, 638.66, 900, 400
2025-7-29, 06:15:00.000000, 638.60, 638.65, 638.57, 638.59, 1310, 10, 638.60, 638.60, 638.61, 600, 710
2025-7-29, 06:20:00.000000, 638.58, 638.58, 638.58, 638.58, 140, 1, 638.58, 638.58, 638.58, 0, 140
2025-7-29, 06:25:00.000000, 638.61, 638.66, 638.61, 638.65, 1500, 11, 638.63, 638.64, 638.64, 1500, 0
2025-7-29, 06:30:00.000000, 638.65, 638.80, 638.65, 638.73, 12986, 60, 638.71, 638.73, 638.72, 2620, 10366
2025-7-29, 06:35:00.000000, 638.70, 638.78, 638.65, 638.75, 1518, 15, 638.72, 638.73, 638.72, 1115, 403
2025-7-29, 06:40:00.000000, 638.75, 638.75, 638.70, 638.70, 1100, 7, 638.72, 638.72, 638.72, 100, 1000
2025-7-29, 06:45:00.000000, 638.76, 638.76, 638.75, 638.75, 300, 3, 638.76, 638.75, 638.76, 100, 200
2025-7-29, 06:50:00.000000, 638.70, 638.75, 638.70, 638.75, 792, 7, 638.72, 638.73, 638.72, 200, 592
2025-7-29, 06:55:00.000000, 638.71, 638.73, 638.68, 638.71, 980, 8, 638.71, 638.71, 638.70, 680, 300
2025-7-29, 07:00:00.000000, 638.69, 638.89, 638.69, 638.73, 16897, 94, 638.75, 638.77, 638.79, 5697, 11200
2025-7-29, 07:05:00.000000, 638.70, 638.72, 638.59, 638.64, 14994, 69, 638.66, 638.65, 638.66, 10400, 4594
2025-7-29, 07:10:00.000000, 638.61, 638.64, 638.60, 638.60, 4571, 26, 638.61, 638.61, 638.62, 4252, 319
2025-7-29, 07:15:00.000000, 638.61, 638.63, 638.51, 638.51, 800, 7, 638.57, 638.55, 638.57, 500, 300
2025-7-29, 07:20:00.000000, 638.50, 638.54, 638.43, 638.53, 3291, 23, 638.50, 638.50, 638.48, 1451, 1840
2025-7-29, 07:25:00.000000, 638.55, 638.55, 638.49, 638.51, 1800, 10, 638.52, 638.52, 638.52, 200, 1600
2025-7-29, 07:30:00.000000, 638.49, 638.60, 638.42, 638.42, 2998, 27, 638.48, 638.48, 638.51, 510, 2488
2025-7-29, 07:35:00.000000, 638.40, 638.41, 638.27, 638.27, 12900, 42, 638.34, 638.32, 638.34, 11200, 1700
2025-7-29, 07:40:00.000000, 638.24, 638.45, 638.24, 638.45, 8900, 26, 638.34, 638.38, 638.34, 5200, 3700
2025-7-29, 07:45:00.000000, 638.48, 638.52, 638.43, 638.45, 13722, 62, 638.47, 638.47, 638.47, 4937, 8785
2025-7-29, 07:50:00.000000, 638.51, 638.54, 638.47, 638.50, 3444, 33, 638.51, 638.50, 638.51, 1100, 2344
2025-7-29, 07:55:00.000000, 638.46, 638.53, 638.46, 638.50, 1660, 13, 638.49, 638.50, 638.49, 530, 1130
2025-7-29, 08:00:00.000000, 638.80, 638.87, 637.82, 638.55, 31284, 119, 638.51, 638.41, 638.34, 13492, 17792
2025-7-29, 08:05:00.000000, 638.58, 638.70, 638.56, 638.58, 3308, 20, 638.61, 638.61, 638.63, 1118, 2190
2025-7-29, 08:10:00.000000, 638.57, 638.59, 638.48, 638.49, 4156, 25, 638.53, 638.52, 638.53, 925, 3231
2025-7-29, 08:15:00.000000, 638.49, 638.54, 638.40, 638.48, 13070, 63, 638.48, 638.47, 638.47, 4980, 8090
2025-7-29, 08:20:00.000000, 638.44, 638.44, 638.30, 638.35, 9865, 54, 638.38, 638.36, 638.37, 9059, 806
2025-7-29, 08:25:00.000000, 638.34, 638.34, 638.25, 638.30, 15792, 58, 638.31, 638.30, 638.30, 8781, 7011
2025-7-29, 08:30:00.000000, 638.28, 638.37, 638.28, 638.33, 6020, 36, 638.32, 638.33, 638.33, 2843, 3177
2025-7-29, 08:35:00.000000, 638.33, 638.44, 638.30, 638.40, 29946, 132, 638.37, 638.38, 638.37, 16780, 13166
2025-7-29, 08:40:00.000000, 638.40, 638.45, 638.28, 638.28, 5921, 30, 638.35, 638.34, 638.36, 2334, 3587
2025-7-29, 08:45:00.000000, 638.30, 638.32, 638.18, 638.22, 10971, 52, 638.26, 638.24, 638.25, 3472, 7499
2025-7-29, 08:50:00.000000, 638.21, 638.24, 638.08, 638.11, 14226, 81, 638.16, 638.14, 638.16, 9909, 4317
2025-7-29, 08:55:00.000000, 638.11, 638.13, 637.98, 638.12, 29472, 107, 638.08, 638.08, 638.05, 18154, 11318
2025-7-29, 09:00:00.000000, 638.11, 638.24, 637.99, 638.20, 20005, 79, 638.14, 638.14, 638.11, 15409, 4596
2025-7-29, 09:05:00.000000, 638.18, 638.25, 638.12, 638.16, 16569, 71, 638.18, 638.18, 638.18, 9653, 6916
2025-7-29, 09:10:00.000000, 638.14, 638.17, 638.03, 638.14, 13901, 60, 638.12, 638.11, 638.10, 3263, 10638
2025-7-29, 09:15:00.000000, 638.13, 638.18, 638.08, 638.16, 17265, 46, 638.14, 638.14, 638.13, 10620, 6645
2025-7-29, 09:20:00.000000, 638.15, 638.39, 638.15, 638.33, 15452, 79, 638.26, 638.29, 638.27, 5291, 10161
2025-7-29, 09:25:00.000000, 638.28, 638.39, 638.14, 638.34, 38448, 141, 638.29, 638.29, 638.27, 17781, 20667
2025-7-29, 09:30:00.000000, 638.36, 638.67, 638.01, 638.25, 1155072, 6491, 638.32, 638.31, 638.34, 489371, 665701
2025-7-29, 09:35:00.000000, 638.24, 638.57, 638.19, 638.55, 593453, 4209, 638.39, 638.44, 638.38, 286769, 306684
2025-7-29, 09:40:00.000000, 638.55, 638.59, 637.93, 638.05, 818824, 5471, 638.28, 638.19, 638.26, 423143, 395681
2025-7-29, 09:45:00.000000, 638.06, 638.17, 637.35, 637.71, 759944, 5433, 637.82, 637.74, 637.76, 368928, 391016
2025-7-29, 09:50:00.000000, 637.72, 637.89, 637.24, 637.88, 793125, 5804, 637.68, 637.67, 637.56, 365220, 427905
2025-7-29, 09:55:00.000000, 637.87, 638.14, 637.59, 637.93, 510700, 3281, 637.88, 637.89, 637.86, 240870, 269830
2025-7-29, 10:00:00.000000, 638.00, 638.09, 637.63, 637.78, 504732, 3249, 637.88, 637.83, 637.86, 276882, 227850
2025-7-29, 10:05:00.000000, 637.79, 637.90, 637.60, 637.74, 366132, 2595, 637.76, 637.75, 637.75, 182745, 183387
2025-7-29, 10:10:00.000000, 637.74, 638.00, 637.60, 637.88, 403035, 2931, 637.80, 637.83, 637.80, 192412, 210623
2025-7-29, 10:15:00.000000, 637.87, 638.03, 637.72, 637.90, 431637, 3033, 637.88, 637.88, 637.88, 181061, 250576
2025-7-29, 10:20:00.000000, 637.91, 637.98, 637.62, 637.77, 523612, 3666, 637.82, 637.79, 637.80, 244304, 279308
2025-7-29, 10:25:00.000000, 637.76, 637.81, 637.38, 637.76, 554095, 3821, 637.68, 637.65, 637.60, 285433, 268662
2025-7-29, 10:30:00.000000, 637.75, 637.86, 637.46, 637.50, 431653, 3173, 637.64, 637.60, 637.66, 209854, 221799
2025-7-29, 10:35:00.000000, 637.51, 637.65, 637.34, 637.50, 431657, 3186, 637.50, 637.50, 637.50, 229306, 202351
2025-7-29, 10:40:00.000000, 637.51, 637.65, 637.17, 637.20, 348297, 2439, 637.38, 637.34, 637.41, 167232, 181065
2025-7-29, 10:45:00.000000, 637.20, 637.33, 637.09, 637.16, 316611, 2126, 637.20, 637.19, 637.21, 147882, 168729
2025-7-29, 10:50:00.000000, 637.15, 637.22, 636.54, 636.73, 755921, 4999, 636.91, 636.83, 636.88, 396793, 359128
2025-7-29, 10:55:00.000000, 636.73, 636.85, 636.56, 636.74, 811311, 4926, 636.72, 636.72, 636.70, 433603, 377708
2025-7-29, 11:00:00.000000, 636.72, 637.01, 636.48, 636.58, 606034, 4188, 636.70, 636.69, 636.74, 283668, 322366
2025-7-29, 11:05:00.000000, 636.56, 636.65, 636.32, 636.46, 502172, 3278, 636.50, 636.48, 636.48, 272697, 229475
2025-7-29, 11:10:00.000000, 636.47, 636.71, 636.35, 636.40, 414439, 2934, 636.48, 636.49, 636.53, 201024, 213415
2025-7-29, 11:15:00.000000, 636.38, 636.42, 636.14, 636.17, 527576, 3765, 636.28, 636.24, 636.28, 296560, 231016
2025-7-29, 11:20:00.000000, 636.16, 636.31, 635.77, 635.95, 773440, 5322, 636.05, 636.01, 636.04, 380274, 393166
2025-7-29, 11:25:00.000000, 635.96, 635.98, 635.18, 635.29, 817812, 5285, 635.60, 635.48, 635.58, 464790, 353022
2025-7-29, 11:30:00.000000, 635.29, 635.75, 635.11, 635.57, 642653, 4045, 635.43, 635.48, 635.43, 310692, 331961
2025-7-29, 11:35:00.000000, 635.57, 635.62, 635.30, 635.30, 444859, 2922, 635.45, 635.41, 635.46, 217412, 227447
2025-7-29, 11:40:00.000000, 635.31, 635.37, 634.69, 635.13, 722445, 4503, 635.13, 635.06, 635.03, 400510, 321935
2025-7-29, 11:45:00.000000, 635.13, 635.96, 635.12, 635.86, 640384, 4172, 635.52, 635.65, 635.54, 284190, 356194
2025-7-29, 11:50:00.000000, 635.84, 636.17, 635.75, 636.08, 597972, 3949, 635.96, 636.00, 635.96, 289072, 308900
2025-7-29, 11:55:00.000000, 636.08, 636.21, 635.87, 635.89, 356549, 2591, 636.01, 635.99, 636.04, 187967, 168582
2025-7-29, 12:00:00.000000, 635.88, 636.04, 635.69, 635.94, 442260, 3190, 635.89, 635.89, 635.86, 203978, 238282
2025-7-29, 12:05:00.000000, 635.94, 636.03, 635.68, 635.75, 308447, 2296, 635.85, 635.82, 635.86, 168109, 140338
2025-7-29, 12:10:00.000000, 635.75, 635.91, 635.49, 635.65, 335631, 2328, 635.70, 635.68, 635.70, 188384, 147247
2025-7-29, 12:15:00.000000, 635.64, 635.79, 635.59, 635.74, 429067, 2787, 635.69, 635.71, 635.69, 208324, 220743
2025-7-29, 12:20:00.000000, 635.73, 635.82, 635.58, 635.61, 228245, 1542, 635.69, 635.67, 635.70, 107007, 121238
2025-7-29, 12:25:00.000000, 635.60, 635.78, 635.41, 635.66, 390012, 2446, 635.61, 635.62, 635.59, 228354, 161658
2025-7-29, 12:30:00.000000, 635.66, 635.88, 635.50, 635.50, 296277, 1855, 635.64, 635.63, 635.69, 137977, 158300
2025-7-29, 12:35:00.000000, 635.53, 635.58, 635.10, 635.20, 279292, 1939, 635.35, 635.29, 635.34, 155474, 123818
2025-7-29, 12:40:00.000000, 635.18, 635.72, 635.18, 635.70, 371740, 2556, 635.44, 635.53, 635.45, 176915, 194825
2025-7-29, 12:45:00.000000, 635.71, 635.77, 635.52, 635.56, 276033, 1880, 635.64, 635.62, 635.65, 132134, 143899
2025-7-29, 12:50:00.000000, 635.58, 635.87, 635.54, 635.87, 259502, 1645, 635.72, 635.76, 635.71, 123190, 136312
2025-7-29, 12:55:00.000000, 635.86, 636.22, 635.86, 636.19, 330937, 1985, 636.03, 636.09, 636.04, 162442, 168495
2025-7-29, 13:00:00.000000, 636.19, 636.54, 636.09, 636.47, 554043, 2839, 636.32, 636.37, 636.31, 300378, 253665
2025-7-29, 13:05:00.000000, 636.46, 636.53, 636.28, 636.30, 422049, 2804, 636.39, 636.37, 636.40, 199466, 222583
2025-7-29, 13:10:00.000000, 636.30, 636.47, 636.29, 636.40, 322454, 1994, 636.37, 636.39, 636.38, 134340, 188114
2025-7-29, 13:15:00.000000, 636.41, 636.56, 636.32, 636.35, 281072, 1990, 636.41, 636.41, 636.44, 137261, 143811
2025-7-29, 13:20:00.000000, 636.34, 636.36, 636.17, 636.24, 245426, 1495, 636.28, 636.26, 636.27, 133557, 111869
2025-7-29, 13:25:00.000000, 636.23, 636.52, 636.05, 636.18, 412133, 2694, 636.24, 636.25, 636.29, 170205, 241928
2025-7-29, 13:30:00.000000, 636.17, 636.39, 636.11, 636.11, 203056, 1488, 636.20, 636.21, 636.25, 120507, 82549
2025-7-29, 13:35:00.000000, 636.13, 636.14, 635.34, 635.66, 637647, 3551, 635.82, 635.71, 635.74, 308388, 329259
2025-7-29, 13:40:00.000000, 635.66, 635.70, 635.03, 635.26, 522526, 3177, 635.41, 635.33, 635.36, 257966, 264560
2025-7-29, 13:45:00.000000, 635.26, 635.38, 635.06, 635.11, 531101, 3231, 635.20, 635.18, 635.22, 273330, 257771
2025-7-29, 13:50:00.000000, 635.10, 635.37, 634.94, 635.31, 344700, 2367, 635.18, 635.21, 635.16, 171743, 172957
2025-7-29, 13:55:00.000000, 635.30, 635.66, 635.29, 635.61, 482017, 2718, 635.46, 635.52, 635.47, 200045, 281972
2025-7-29, 14:00:00.000000, 635.60, 635.76, 635.47, 635.75, 443563, 2737, 635.65, 635.66, 635.61, 209310, 234253
2025-7-29, 14:05:00.000000, 635.74, 635.76, 635.38, 635.40, 426814, 2847, 635.57, 635.51, 635.57, 224068, 202746
2025-7-29, 14:10:00.000000, 635.40, 635.52, 635.29, 635.49, 298104, 2041, 635.42, 635.43, 635.41, 164780, 133324
2025-7-29, 14:15:00.000000, 635.48, 635.74, 635.43, 635.66, 309920, 1955, 635.58, 635.61, 635.58, 133769, 176151
2025-7-29, 14:20:00.000000, 635.66, 635.69, 635.18, 635.24, 400847, 2269, 635.44, 635.37, 635.43, 203758, 197089
2025-7-29, 14:25:00.000000, 635.25, 635.36, 635.14, 635.32, 278831, 1912, 635.27, 635.27, 635.25, 137917, 140914
2025-7-29, 14:30:00.000000, 635.32, 635.67, 635.31, 635.59, 310729, 1933, 635.47, 635.52, 635.49, 139371, 171358
2025-7-29, 14:35:00.000000, 635.59, 635.74, 635.50, 635.74, 294511, 2128, 635.64, 635.66, 635.62, 135921, 158590
2025-7-29, 14:40:00.000000, 635.74, 635.86, 635.56, 635.65, 321667, 2251, 635.70, 635.69, 635.71, 166497, 155170
2025-7-29, 14:45:00.000000, 635.66, 635.74, 635.45, 635.52, 214185, 1409, 635.59, 635.57, 635.59, 110069, 104116
2025-7-29, 14:50:00.000000, 635.53, 635.63, 635.38, 635.45, 244872, 1779, 635.50, 635.49, 635.51, 123049, 121823
2025-7-29, 14:55:00.000000, 635.46, 635.46, 635.20, 635.34, 305825, 2112, 635.37, 635.33, 635.33, 140277, 165548
2025-7-29, 15:00:00.000000, 635.32, 635.45, 635.25, 635.40, 290435, 1941, 635.36, 635.37, 635.35, 123985, 166450
2025-7-29, 15:05:00.000000, 635.42, 635.57, 635.37, 635.46, 311857, 2110, 635.46, 635.47, 635.47, 147657, 164200
2025-7-29, 15:10:00.000000, 635.45, 635.61, 635.28, 635.58, 445526, 2755, 635.48, 635.49, 635.45, 202522, 243004
2025-7-29, 15:15:00.000000, 635.58, 635.60, 635.27, 635.39, 744645, 4389, 635.46, 635.42, 635.44, 477294, 267351
2025-7-29, 15:20:00.000000, 635.39, 635.47, 635.23, 635.28, 393452, 2646, 635.34, 635.33, 635.35, 196063, 197389
2025-7-29, 15:25:00.000000, 635.28, 635.30, 635.03, 635.06, 466176, 2882, 635.17, 635.13, 635.17, 252545, 213631
2025-7-29, 15:30:00.000000, 635.07, 635.24, 635.00, 635.03, 591193, 3866, 635.08, 635.09, 635.12, 329166, 262027
2025-7-29, 15:35:00.000000, 635.03, 635.04, 634.34, 634.37, 1011140, 6368, 634.70, 634.59, 634.69, 498813, 512327
2025-7-29, 15:40:00.000000, 634.36, 634.77, 634.34, 634.76, 795213, 4858, 634.55, 634.62, 634.55, 354961, 440252
2025-7-29, 15:45:00.000000, 634.76, 635.13, 634.74, 635.09, 950626, 5423, 634.93, 634.99, 634.93, 456056, 494570
2025-7-29, 15:50:00.000000, 635.10, 635.20, 634.86, 635.12, 1118516, 6950, 635.07, 635.06, 635.03, 583086, 535430
2025-7-29, 15:55:00.000000, 635.12, 635.40, 634.83, 635.24, 3219627, 15326, 635.15, 635.16, 635.11, 1422167, 1797460
2025-7-29, 16:00:00.000000, 635.22, 635.35, 635.03, 635.15, 1508218, 1747, 635.19, 635.18, 635.19, 200096, 1308122
2025-7-29, 16:05:00.000000, 635.14, 635.19, 635.01, 635.02, 105008, 394, 635.09, 635.07, 635.10, 46499, 58509
2025-7-29, 16:10:00.000000, 635.26, 635.26, 634.96, 635.05, 116376, 492, 635.13, 635.09, 635.11, 70823, 45553
2025-7-29, 16:15:00.000000, 635.01, 635.06, 634.91, 635.04, 65864, 202, 635.01, 635.00, 634.98, 25333, 40531
2025-7-29, 16:20:00.000000, 635.05, 635.06, 634.87, 634.99, 7988, 32, 634.99, 634.97, 634.96, 4098, 3890
2025-7-29, 16:25:00.000000, 634.98, 635.04, 634.96, 635.04, 14430, 54, 635.01, 635.01, 635.00, 6625, 7805
2025-7-29, 16:30:00.000000, 634.98, 635.05, 634.95, 635.04, 11981, 51, 635.01, 635.01, 635.00, 4740, 7241
2025-7-29, 16:35:00.000000, 635.02, 635.07, 634.98, 634.98, 45939, 118, 635.01, 635.01, 635.03, 7791, 38148
2025-7-29, 16:40:00.000000, 634.98, 635.00, 634.90, 634.93, 13296, 62, 634.95, 634.94, 634.95, 7300, 5996
2025-7-29, 16:45:00.000000, 634.93, 635.00, 634.90, 634.96, 22706, 81, 634.95, 634.95, 634.95, 14454, 8252
2025-7-29, 16:50:00.000000, 635.00, 635.00, 634.93, 634.93, 1448, 10, 634.97, 634.95, 634.97, 648, 800
2025-7-29, 16:55:00.000000, 634.91, 635.01, 634.90, 635.01, 5114, 19, 634.96, 634.97, 634.96, 1937, 3177
2025-7-29, 17:00:00.000000, 634.99, 635.00, 634.96, 634.96, 5073, 18, 634.98, 634.97, 634.98, 1348, 3725
2025-7-29, 17:05:00.000000, 634.99, 635.09, 634.98, 635.07, 17551, 29, 635.03, 635.05, 635.04, 1948, 15603
2025-7-29, 17:10:00.000000, 635.00, 635.00, 635.00, 635.00, 446, 3, 635.00, 635.00, 635.00, 446, 0
