Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, K, L, M, N, Open, High, Low, Close, Ask Volume, Bid Volume, Zero Line, Difference
2025-8-12, 15:25:00.000000, 642.34, 642.35, 642.19, 642.32, 440657, 2971, 642.30, 642.29, 642.27, 203234, 237423, 0.000, 0.000, 0.000, 0.000, 0, 53259, -18302, 34189, 237423, -203234, 0, 34189
2025-8-12, 15:30:00.000000, 642.32, 642.47, 642.31, 642.45, 454277, 3273, 642.39, 642.41, 642.39, 211576, 242701, 0.000, 0.000, 0.000, 0.000, 0, 36102, -1197, 31125, 242701, -211576, 0, 31125
2025-8-12, 15:35:00.000000, 642.45, 642.70, 642.37, 642.53, 602576, 3689, 642.51, 642.53, 642.53, 320475, 282101, 0.000, 0.000, 0.000, 0.000, 0, 21872, -41079, -38374, 282101, -320475, 0, -38374
2025-8-12, 15:40:00.000000, 642.53, 642.53, 642.10, 642.19, 795222, 4765, 642.34, 642.27, 642.32, 414491, 380731, 0.000, 0.000, 0.000, 0.000, 0, 5294, -50747, -33760, 380731, -414491, 0, -33760
2025-8-12, 15:45:00.000000, 642.18, 642.35, 642.15, 642.34, 824558, 5244, 642.26, 642.28, 642.25, 360188, 464370, 0.000, 0.000, 0.000, 0.000, 0, 104182, -4946, 104182, 464370, -360188, 0, 104182
2025-8-12, 15:50:00.000000, 642.32, 642.77, 641.98, 642.59, 1830702, 10632, 642.42, 642.45, 642.38, 980027, 850675, 0.000, 0.000, 0.000, 0.000, 0, 57578, -166207, -129352, 850675, -980027, 0, -129352
2025-8-12, 15:55:00.000000, 642.58, 642.85, 642.42, 642.64, 3648735, 19435, 642.62, 642.64, 642.64, 2167680, 1481055, 0.000, 0.000, 0.000, 0.000, 0, 19280, -692758, -686625, 1481055, -2167680, 0, -686625
2025-8-12, 16:00:00.000000, 642.64, 642.75, 642.49, 642.50, 1712348, 2202, 642.59, 642.58, 642.62, 288932, 1423416, 0.000, 0.000, 0.000, 0.000, 1088368, 1200538, 1088368, 1134484, 1423416, -288932, 0, 1134484
2025-8-12, 16:05:00.000000, 642.50, 642.76, 642.44, 642.72, 393983, 528, 642.60, 642.64, 642.60, 56701, 337282, 0.000, 0.000, 0.000, 0.000, 0, 287380, -14040, 280581, 337282, -56701, 0, 280581
2025-8-12, 16:10:00.000000, 642.69, 642.72, 642.52, 642.53, 216625, 886, 642.61, 642.59, 642.62, 136956, 79669, 0.000, 0.000, 0.000, 0.000, -3021, -3021, -58927, -57287, 79669, -136956, 0, -57287
2025-8-12, 16:15:00.000000, 642.54, 642.64, 642.49, 642.58, 115172, 432, 642.56, 642.57, 642.57, 87848, 27324, 0.000, 0.000, 0.000, 0.000, 0, 848, -60714, -60524, 27324, -87848, 0, -60524
2025-8-12, 16:20:00.000000, 642.58, 642.68, 642.58, 642.65, 28300, 112, 642.62, 642.64, 642.63, 9370, 18930, 0.000, 0.000, 0.000, 0.000, 300, 9760, 300, 9560, 18930, -9370, 0, 9560
2025-8-12, 16:25:00.000000, 642.65, 642.68, 642.63, 642.65, 20279, 99, 642.65, 642.65, 642.65, 8772, 11507, 0.000, 0.000, 0.000, 0.000, 0, 3145, -1424, 2735, 11507, -8772, 0, 2735
2025-8-12, 16:30:00.000000, 642.64, 642.68, 642.60, 642.68, 19199, 80, 642.65, 642.65, 642.64, 8830, 10369, 0.000, 0.000, 0.000, 0.000, 0, 3129, -2977, 1539, 10369, -8830, 0, 1539
2025-8-12, 16:35:00.000000, 642.70, 642.73, 642.57, 642.59, 69999, 228, 642.65, 642.63, 642.65, 52884, 17115, 0.000, 0.000, 0.000, 0.000, 0, 7576, -37876, -35769, 17115, -52884, 0, -35769
2025-8-12, 16:40:00.000000, 642.58, 642.60, 642.56, 642.58, 29356, 114, 642.58, 642.58, 642.58, 5058, 24298, 0.000, 0.000, 0.000, 0.000, 300, 19240, 300, 19240, 24298, -5058, 0, 19240
2025-8-12, 16:45:00.000000, 642.57, 642.65, 642.56, 642.64, 9453, 41, 642.60, 642.62, 642.60, 2510, 6943, 0.000, 0.000, 0.000, 0.000, 0, 4843, -900, 4433, 6943, -2510, 0, 4433
2025-8-12, 16:50:00.000000, 642.60, 642.67, 642.59, 642.67, 7311, 26, 642.63, 642.64, 642.63, 2741, 4570, 0.000, 0.000, 0.000, 0.000, 0, 1829, -803, 1829, 4570, -2741, 0, 1829
2025-8-12, 16:55:00.000000, 642.66, 642.86, 642.66, 642.80, 8471, 35, 642.74, 642.77, 642.76, 4336, 4135, 0.000, 0.000, 0.000, 0.000, 0, 2876, -201, -201, 4135, -4336, 0, -201
2025-8-12, 17:00:00.000000, 642.72, 642.72, 642.63, 642.63, 2245, 9, 642.67, 642.66, 642.67, 2245, 0, 0.000, 0.000, 0.000, 0.000, -100, -100, -2245, -2245, 0, -2245, 0, -2245
2025-8-12, 17:05:00.000000, 642.61, 642.63, 642.50, 642.52, 6685, 28, 642.57, 642.55, 642.57, 4986, 1699, 0.000, 0.000, 0.000, 0.000, -2463, -2463, -3287, -3287, 1699, -4986, 0, -3287
2025-8-12, 17:10:00.000000, 642.54, 642.62, 642.54, 642.57, 2562, 16, 642.57, 642.58, 642.58, 2134, 428, 0.000, 0.000, 0.000, 0.000, 0, 228, -1706, -1706, 428, -2134, 0, -1706
2025-8-12, 17:15:00.000000, 642.55, 642.55, 642.54, 642.54, 3268, 18, 642.54, 642.54, 642.54, 1800, 1468, 0.000, 0.000, 0.000, 0.000, -100, -100, -1208, -332, 1468, -1800, 0, -332
2025-8-12, 17:20:00.000000, 642.53, 642.54, 642.53, 642.53, 488, 4, 642.53, 642.53, 642.54, 0, 488, 0.000, 0.000, 0.000, 0.000, 125, 488, 125, 488, 488, 0, 0, 488
2025-8-12, 17:25:00.000000, 642.54, 642.54, 642.53, 642.54, 1300, 7, 642.54, 642.54, 642.54, 0, 1300, 0.000, 0.000, 0.000, 0.000, 100, 1300, 100, 1300, 1300, 0, 0, 1300
2025-8-12, 17:30:00.000000, 642.54, 642.54, 642.53, 642.54, 822, 5, 642.54, 642.54, 642.54, 0, 822, 0.000, 0.000, 0.000, 0.000, 200, 822, 200, 822, 822, 0, 0, 822
2025-8-12, 17:35:00.000000, 642.51, 642.51, 642.42, 642.42, 10071, 26, 642.47, 642.45, 642.47, 4373, 5698, 0.000, 0.000, 0.000, 0.000, 0, 2509, -2489, 1325, 5698, -4373, 0, 1325
2025-8-12, 17:40:00.000000, 642.43, 642.45, 642.35, 642.40, 5433, 17, 642.41, 642.40, 642.40, 4203, 1230, 0.000, 0.000, 0.000, 0.000, 0, 450, -3253, -2973, 1230, -4203, 0, -2973
2025-8-12, 17:45:00.000000, 642.43, 642.47, 642.43, 642.44, 6013, 28, 642.44, 642.45, 642.45, 2528, 3485, 0.000, 0.000, 0.000, 0.000, 0, 1697, -80, 957, 3485, -2528, 0, 957
2025-8-12, 17:50:00.000000, 642.46, 642.46, 642.45, 642.45, 851, 2, 642.46, 642.45, 642.46, 851, 0, 0.000, 0.000, 0.000, 0.000, -851, -851, -851, -851, 0, -851, 0, -851
2025-8-12, 17:55:00.000000, 642.45, 642.50, 642.42, 642.42, 10618, 32, 642.45, 642.45, 642.46, 1150, 9468, 0.000, 0.000, 0.000, 0.000, 2192, 8318, 2192, 8318, 9468, -1150, 0, 8318
2025-8-12, 18:00:00.000000, 642.43, 642.60, 642.40, 642.52, 41307, 114, 642.49, 642.51, 642.50, 17839, 23468, 0.000, 0.000, 0.000, 0.000, 0, 7517, -581, 5629, 23468, -17839, 0, 5629
2025-8-12, 18:05:00.000000, 642.53, 642.53, 642.41, 642.44, 4122, 26, 642.48, 642.46, 642.47, 1322, 2800, 0.000, 0.000, 0.000, 0.000, 100, 1600, 100, 1478, 2800, -1322, 0, 1478
2025-8-12, 18:10:00.000000, 642.45, 642.45, 642.45, 642.45, 108, 1, 642.45, 642.45, 642.45, 0, 108, 0.000, 0.000, 0.000, 0.000, 108, 108, 108, 108, 108, 0, 0, 108
2025-8-12, 18:15:00.000000, 642.44, 642.44, 642.30, 642.30, 2472, 9, 642.37, 642.35, 642.37, 500, 1972, 0.000, 0.000, 0.000, 0.000, 0, 1472, -342, 1472, 1972, -500, 0, 1472
2025-8-12, 18:20:00.000000, 642.34, 642.35, 642.31, 642.32, 1537, 10, 642.33, 642.33, 642.33, 1537, 0, 0.000, 0.000, 0.000, 0.000, -437, -437, -1537, -1537, 0, -1537, 0, -1537
2025-8-12, 18:25:00.000000, 642.40, 642.41, 642.40, 642.41, 1067, 7, 642.41, 642.41, 642.41, 967, 100, 0.000, 0.000, 0.000, 0.000, 0, 100, -867, -867, 100, -967, 0, -867
2025-8-12, 18:30:00.000000, 642.69, 642.69, 642.32, 642.32, 2798, 23, 642.51, 642.44, 642.51, 0, 2798, 0.000, 0.000, 0.000, 0.000, 1, 2798, 1, 2798, 2798, 0, 0, 2798
2025-8-12, 18:35:00.000000, 642.34, 642.34, 642.33, 642.33, 1291, 4, 642.33, 642.33, 642.34, 0, 1291, 0.000, 0.000, 0.000, 0.000, 991, 1291, 991, 1291, 1291, 0, 0, 1291
2025-8-12, 18:40:00.000000, 642.34, 642.38, 642.34, 642.38, 856, 3, 642.36, 642.37, 642.36, 0, 856, 0.000, 0.000, 0.000, 0.000, 500, 856, 500, 856, 856, 0, 0, 856
2025-8-12, 18:45:00.000000, 642.39, 642.39, 642.32, 642.32, 1508, 5, 642.36, 642.34, 642.35, 1396, 112, 0.000, 0.000, 0.000, 0.000, 0, 112, -1284, -1284, 112, -1396, 0, -1284
2025-8-12, 18:50:00.000000, 642.35, 642.37, 642.35, 642.37, 673, 3, 642.36, 642.36, 642.36, 0, 673, 0.000, 0.000, 0.000, 0.000, 100, 673, 100, 673, 673, 0, 0, 673
2025-8-12, 18:55:00.000000, 642.38, 642.38, 642.38, 642.38, 299, 1, 642.38, 642.38, 642.38, 0, 299, 0.000, 0.000, 0.000, 0.000, 299, 299, 299, 299, 299, 0, 0, 299
2025-8-12, 19:00:00.000000, 642.42, 642.45, 642.42, 642.45, 300, 2, 642.43, 642.44, 642.43, 0, 300, 0.000, 0.000, 0.000, 0.000, 103, 300, 103, 300, 300, 0, 0, 300
2025-8-12, 19:05:00.000000, 642.50, 642.59, 642.49, 642.59, 6653, 33, 642.54, 642.56, 642.54, 3950, 2703, 0.000, 0.000, 0.000, 0.000, -600, -600, -2700, -1247, 2703, -3950, 0, -1247
2025-8-12, 19:10:00.000000, 642.60, 642.60, 642.54, 642.57, 1400, 7, 642.58, 642.57, 642.57, 800, 600, 0.000, 0.000, 0.000, 0.000, 0, 0, -200, -200, 600, -800, 0, -200
2025-8-12, 19:15:00.000000, 642.62, 642.62, 642.45, 642.45, 1397, 6, 642.53, 642.51, 642.53, 100, 1297, 0.000, 0.000, 0.000, 0.000, 300, 1197, 300, 1197, 1297, -100, 0, 1197
2025-8-12, 19:20:00.000000, 642.46, 642.57, 642.46, 642.57, 950, 5, 642.51, 642.53, 642.51, 100, 850, 0.000, 0.000, 0.000, 0.000, 650, 750, 650, 750, 850, -100, 0, 750
2025-8-12, 19:25:00.000000, 642.54, 642.60, 642.54, 642.56, 1576, 9, 642.56, 642.57, 642.57, 1100, 476, 0.000, 0.000, 0.000, 0.000, 0, 276, -624, -624, 476, -1100, 0, -624
2025-8-12, 19:30:00.000000, 642.56, 642.56, 642.45, 642.45, 2272, 11, 642.51, 642.49, 642.51, 872, 1400, 0.000, 0.000, 0.000, 0.000, 328, 600, 328, 528, 1400, -872, 0, 528
2025-8-12, 19:35:00.000000, 642.50, 642.50, 642.50, 642.50, 785, 2, 642.50, 642.50, 642.50, 785, 0, 0.000, 0.000, 0.000, 0.000, -785, -785, -785, -785, 0, -785, 0, -785
2025-8-12, 19:40:00.000000, 642.50, 642.67, 642.50, 642.67, 4020, 20, 642.58, 642.61, 642.58, 1422, 2598, 0.000, 0.000, 0.000, 0.000, 699, 1971, 699, 1176, 2598, -1422, 0, 1176
2025-8-12, 19:45:00.000000, 642.73, 643.03, 642.67, 643.03, 17993, 59, 642.86, 642.91, 642.85, 1051, 16942, 0.000, 0.000, 0.000, 0.000, 100, 15891, 100, 15891, 16942, -1051, 0, 15891
2025-8-12, 19:50:00.000000, 642.92, 643.07, 642.58, 642.98, 17721, 60, 642.89, 642.88, 642.83, 4043, 13678, 0.000, 0.000, 0.000, 0.000, 0, 10135, -1865, 9635, 13678, -4043, 0, 9635
2025-8-12, 19:55:00.000000, 642.89, 643.10, 642.87, 643.06, 10334, 33, 642.98, 643.01, 642.98, 5344, 4990, 0.000, 0.000, 0.000, 0.000, 0, 3348, -454, -354, 4990, -5344, 0, -354
2025-8-12, 20:00:00.000000, 642.69, 642.69, 642.69, 642.69, 1, 1, 642.69, 642.69, 642.69, 1, 0, 0.000, 0.000, 0.000, 0.000, -1, -1, -1, -1, 0, -1, 0, -1
2025-8-13, 04:00:00.000000, 643.55, 643.92, 643.53, 643.84, 5045, 38, 643.71, 643.76, 643.72, 3849, 1196, 0.000, 0.000, 0.000, 0.000, -229, -229, -3649, -2653, 1196, -3849, 0, -2653
2025-8-13, 04:05:00.000000, 643.85, 643.85, 643.80, 643.83, 1930, 11, 643.83, 643.83, 643.82, 1643, 287, 0.000, 0.000, 0.000, 0.000, 0, 187, -1356, -1356, 287, -1643, 0, -1356
2025-8-13, 04:10:00.000000, 643.90, 643.90, 643.85, 643.90, 1143, 11, 643.89, 643.88, 643.88, 233, 910, 0.000, 0.000, 0.000, 0.000, 0, 677, -33, 677, 910, -233, 0, 677
2025-8-13, 04:15:00.000000, 643.82, 643.91, 643.82, 643.91, 1321, 10, 643.86, 643.88, 643.86, 0, 1321, 0.000, 0.000, 0.000, 0.000, 100, 1321, 100, 1321, 1321, 0, 0, 1321
2025-8-13, 04:20:00.000000, 643.94, 644.17, 643.93, 644.10, 5306, 47, 644.04, 644.07, 644.05, 2436, 2870, 0.000, 0.000, 0.000, 0.000, 0, 1150, -50, 434, 2870, -2436, 0, 434
2025-8-13, 04:25:00.000000, 644.00, 644.12, 644.00, 644.12, 2200, 22, 644.06, 644.08, 644.06, 0, 2200, 0.000, 0.000, 0.000, 0.000, 100, 2200, 100, 2200, 2200, 0, 0, 2200
2025-8-13, 04:30:00.000000, 644.10, 644.19, 644.10, 644.14, 3035, 21, 644.13, 644.14, 644.15, 410, 2625, 0.000, 0.000, 0.000, 0.000, 100, 2415, 100, 2215, 2625, -410, 0, 2215
2025-8-13, 04:35:00.000000, 644.25, 644.38, 644.25, 644.38, 600, 6, 644.32, 644.34, 644.32, 500, 100, 0.000, 0.000, 0.000, 0.000, 0, 100, -400, -400, 100, -500, 0, -400
2025-8-13, 04:40:00.000000, 644.06, 644.10, 643.87, 643.87, 1720, 15, 643.97, 643.95, 643.98, 1320, 400, 0.000, 0.000, 0.000, 0.000, -210, -210, -920, -920, 400, -1320, 0, -920
2025-8-13, 04:45:00.000000, 643.91, 643.98, 643.88, 643.88, 1530, 15, 643.91, 643.91, 643.93, 400, 1130, 0.000, 0.000, 0.000, 0.000, 10, 930, 10, 730, 1130, -400, 0, 730
2025-8-13, 04:50:00.000000, 643.89, 644.00, 643.82, 644.00, 450, 3, 643.93, 643.94, 643.91, 100, 350, 0.000, 0.000, 0.000, 0.000, 0, 250, 0, 250, 350, -100, 0, 250
2025-8-13, 04:55:00.000000, 643.87, 643.88, 643.84, 643.84, 800, 7, 643.86, 643.85, 643.86, 200, 600, 0.000, 0.000, 0.000, 0.000, 100, 400, 100, 400, 600, -200, 0, 400
2025-8-13, 05:00:00.000000, 643.91, 643.93, 643.84, 643.93, 500, 4, 643.90, 643.90, 643.89, 200, 300, 0.000, 0.000, 0.000, 0.000, 0, 200, 0, 100, 300, -200, 0, 100
2025-8-13, 05:05:00.000000, 643.89, 643.89, 643.80, 643.81, 1800, 14, 643.85, 643.83, 643.84, 300, 1500, 0.000, 0.000, 0.000, 0.000, 0, 1200, -200, 1200, 1500, -300, 0, 1200
2025-8-13, 05:10:00.000000, 643.79, 643.96, 643.79, 643.96, 800, 8, 643.88, 643.90, 643.88, 100, 700, 0.000, 0.000, 0.000, 0.000, 400, 600, 400, 600, 700, -100, 0, 600
2025-8-13, 05:15:00.000000, 644.00, 644.01, 643.94, 643.94, 834, 8, 643.97, 643.96, 643.97, 434, 400, 0.000, 0.000, 0.000, 0.000, 0, 300, -34, -34, 400, -434, 0, -34
2025-8-13, 05:20:00.000000, 643.91, 644.00, 643.91, 643.96, 1154, 9, 643.94, 643.96, 643.95, 730, 424, 0.000, 0.000, 0.000, 0.000, 0, 24, -306, -306, 424, -730, 0, -306
2025-8-13, 05:25:00.000000, 643.87, 643.87, 643.87, 643.87, 100, 1, 643.87, 643.87, 643.87, 0, 100, 0.000, 0.000, 0.000, 0.000, 100, 100, 100, 100, 100, 0, 0, 100
2025-8-13, 05:30:00.000000, 643.81, 643.96, 643.81, 643.96, 1488, 7, 643.89, 643.91, 643.89, 100, 1388, 0.000, 0.000, 0.000, 0.000, 0, 1288, -100, 1288, 1388, -100, 0, 1288
2025-8-13, 05:35:00.000000, 644.00, 644.00, 644.00, 644.00, 168, 1, 644.00, 644.00, 644.00, 0, 168, 0.000, 0.000, 0.000, 0.000, 168, 168, 168, 168, 168, 0, 0, 168
2025-8-13, 05:40:00.000000, 644.06, 644.06, 644.03, 644.03, 300, 3, 644.05, 644.04, 644.05, 300, 0, 0.000, 0.000, 0.000, 0.000, -200, -200, -300, -300, 0, -300, 0, -300
2025-8-13, 05:45:00.000000, 643.99, 643.99, 643.96, 643.96, 300, 3, 643.97, 643.97, 643.97, 300, 0, 0.000, 0.000, 0.000, 0.000, -200, -200, -300, -300, 0, -300, 0, -300
2025-8-13, 05:50:00.000000, 643.96, 644.00, 643.92, 644.00, 2603, 20, 643.97, 643.97, 643.96, 1153, 1450, 0.000, 0.000, 0.000, 0.000, 0, 350, -510, 297, 1450, -1153, 0, 297
2025-8-13, 05:55:00.000000, 644.04, 644.40, 644.04, 644.34, 13946, 75, 644.21, 644.26, 644.22, 2060, 11886, 0.000, 0.000, 0.000, 0.000, 310, 9826, 310, 9826, 11886, -2060, 0, 9826
2025-8-13, 06:00:00.000000, 644.36, 644.36, 644.27, 644.32, 3150, 27, 644.33, 644.32, 644.32, 1550, 1600, 0.000, 0.000, 0.000, 0.000, 0, 200, -1350, 50, 1600, -1550, 0, 50
2025-8-13, 06:05:00.000000, 644.31, 644.39, 644.29, 644.30, 600, 6, 644.32, 644.33, 644.34, 500, 100, 0.000, 0.000, 0.000, 0.000, 0, 100, -400, -400, 100, -500, 0, -400
2025-8-13, 06:10:00.000000, 644.24, 644.27, 644.18, 644.27, 400, 4, 644.24, 644.24, 644.22, 100, 300, 0.000, 0.000, 0.000, 0.000, 0, 200, 0, 200, 300, -100, 0, 200
2025-8-13, 06:15:00.000000, 644.30, 644.33, 644.30, 644.30, 2332, 19, 644.31, 644.31, 644.32, 110, 2222, 0.000, 0.000, 0.000, 0.000, 100, 2222, 100, 2112, 2222, -110, 0, 2112
2025-8-13, 06:20:00.000000, 644.22, 644.23, 644.21, 644.22, 740, 7, 644.22, 644.22, 644.22, 100, 640, 0.000, 0.000, 0.000, 0.000, 540, 640, 540, 540, 640, -100, 0, 540
2025-8-13, 06:25:00.000000, 644.23, 644.23, 644.08, 644.08, 2040, 20, 644.16, 644.13, 644.16, 1740, 300, 0.000, 0.000, 0.000, 0.000, 0, 100, -1440, -1440, 300, -1740, 0, -1440
2025-8-13, 06:30:00.000000, 644.11, 644.17, 644.10, 644.17, 500, 5, 644.14, 644.15, 644.14, 400, 100, 0.000, 0.000, 0.000, 0.000, 0, 100, -300, -300, 100, -400, 0, -300
2025-8-13, 06:35:00.000000, 644.15, 644.22, 644.13, 644.13, 1119, 9, 644.16, 644.16, 644.17, 609, 510, 0.000, 0.000, 0.000, 0.000, 0, 310, -99, -99, 510, -609, 0, -99
2025-8-13, 06:40:00.000000, 644.11, 644.12, 644.02, 644.04, 2194, 13, 644.07, 644.06, 644.07, 1397, 797, 0.000, 0.000, 0.000, 0.000, -100, -100, -1110, -600, 797, -1397, 0, -600
2025-8-13, 06:45:00.000000, 644.00, 644.00, 643.90, 644.00, 1354, 13, 643.97, 643.97, 643.95, 454, 900, 0.000, 0.000, 0.000, 0.000, 0, 600, -100, 446, 900, -454, 0, 446
2025-8-13, 06:50:00.000000, 644.02, 644.14, 644.02, 644.14, 1377, 13, 644.08, 644.10, 644.08, 877, 500, 0.000, 0.000, 0.000, 0.000, 0, 300, -377, -377, 500, -877, 0, -377
2025-8-13, 06:55:00.000000, 644.10, 644.12, 644.09, 644.09, 3817, 28, 644.10, 644.10, 644.10, 2007, 1810, 0.000, 0.000, 0.000, 0.000, 0, 1607, -197, -197, 1810, -2007, 0, -197
2025-8-13, 07:00:00.000000, 644.13, 644.13, 644.03, 644.08, 7426, 60, 644.09, 644.08, 644.08, 2625, 4801, 0.000, 0.000, 0.000, 0.000, 0, 2606, -710, 2176, 4801, -2625, 0, 2176
2025-8-13, 07:05:00.000000, 644.10, 644.16, 644.10, 644.12, 1221, 10, 644.12, 644.13, 644.13, 100, 1121, 0.000, 0.000, 0.000, 0.000, 451, 1121, 451, 1021, 1121, -100, 0, 1021
2025-8-13, 07:10:00.000000, 644.16, 644.21, 644.05, 644.08, 9207, 82, 644.13, 644.11, 644.13, 5589, 3618, 0.000, 0.000, 0.000, 0.000, 0, 398, -2812, -1971, 3618, -5589, 0, -1971
2025-8-13, 07:15:00.000000, 644.09, 644.09, 644.01, 644.02, 1856, 14, 644.05, 644.04, 644.05, 1356, 500, 0.000, 0.000, 0.000, 0.000, 0, 400, -856, -856, 500, -1356, 0, -856
2025-8-13, 07:20:00.000000, 644.17, 644.17, 644.04, 644.09, 1450, 12, 644.12, 644.10, 644.10, 530, 920, 0.000, 0.000, 0.000, 0.000, 190, 520, 190, 390, 920, -530, 0, 390
2025-8-13, 07:25:00.000000, 644.06, 644.29, 644.03, 644.09, 6280, 59, 644.12, 644.14, 644.16, 5040, 1240, 0.000, 0.000, 0.000, 0.000, -2810, -2810, -4210, -3800, 1240, -5040, 0, -3800
2025-8-13, 07:30:00.000000, 644.06, 644.06, 643.92, 644.06, 5742, 51, 644.03, 644.01, 643.99, 3642, 2100, 0.000, 0.000, 0.000, 0.000, -72, -72, -2942, -1542, 2100, -3642, 0, -1542
2025-8-13, 07:35:00.000000, 644.07, 644.12, 644.02, 644.02, 3036, 27, 644.06, 644.05, 644.07, 2016, 1020, 0.000, 0.000, 0.000, 0.000, -746, -746, -1766, -996, 1020, -2016, 0, -996
2025-8-13, 07:40:00.000000, 644.12, 644.14, 644.03, 644.13, 1000, 10, 644.10, 644.10, 644.09, 500, 500, 0.000, 0.000, 0.000, 0.000, 0, 400, -100, 0, 500, -500, 0, 0
2025-8-13, 07:45:00.000000, 644.06, 644.32, 644.01, 644.28, 4133, 39, 644.17, 644.20, 644.17, 730, 3403, 0.000, 0.000, 0.000, 0.000, 200, 2673, 200, 2673, 3403, -730, 0, 2673
2025-8-13, 07:50:00.000000, 644.13, 644.15, 643.94, 643.98, 25070, 171, 644.05, 644.02, 644.04, 5250, 19820, 0.000, 0.000, 0.000, 0.000, 0, 14870, -1170, 14570, 19820, -5250, 0, 14570
2025-8-13, 07:55:00.000000, 644.10, 644.25, 644.10, 644.25, 11316, 100, 644.17, 644.20, 644.17, 1468, 9848, 0.000, 0.000, 0.000, 0.000, 0, 8380, -210, 8380, 9848, -1468, 0, 8380
2025-8-13, 08:00:00.000000, 644.15, 644.34, 642.57, 644.19, 32580, 141, 643.81, 643.70, 643.46, 28116, 4464, 0.000, 0.000, 0.000, 0.000, -7122, -7122, -24649, -23652, 4464, -28116, 0, -23652
2025-8-13, 08:05:00.000000, 644.22, 644.26, 644.16, 644.19, 4621, 29, 644.21, 644.20, 644.21, 2414, 2207, 0.000, 0.000, 0.000, 0.000, 0, 785, -307, -207, 2207, -2414, 0, -207
2025-8-13, 08:10:00.000000, 644.20, 644.23, 643.98, 644.03, 7630, 37, 644.11, 644.08, 644.10, 5320, 2310, 0.000, 0.000, 0.000, 0.000, 0, 172, -3090, -3010, 2310, -5320, 0, -3010
2025-8-13, 08:15:00.000000, 644.15, 644.18, 644.12, 644.13, 9770, 36, 644.15, 644.14, 644.15, 8700, 1070, 0.000, 0.000, 0.000, 0.000, 0, 100, -7630, -7630, 1070, -8700, 0, -7630
2025-8-13, 08:20:00.000000, 644.16, 644.22, 644.03, 644.10, 17507, 80, 644.13, 644.12, 644.13, 14537, 2970, 0.000, 0.000, 0.000, 0.000, 0, 798, -11977, -11567, 2970, -14537, 0, -11567
2025-8-13, 08:25:00.000000, 644.08, 644.28, 644.07, 644.23, 52802, 236, 644.17, 644.19, 644.18, 10312, 42490, 0.000, 0.000, 0.000, 0.000, 600, 32178, 600, 32178, 42490, -10312, 0, 32178
2025-8-13, 08:30:00.000000, 644.21, 644.41, 644.19, 644.40, 37581, 196, 644.30, 644.33, 644.30, 20573, 17008, 0.000, 0.000, 0.000, 0.000, 0, 999, -9669, -3565, 17008, -20573, 0, -3565
2025-8-13, 08:35:00.000000, 644.39, 644.57, 644.33, 644.53, 37781, 239, 644.46, 644.48, 644.45, 14331, 23450, 0.000, 0.000, 0.000, 0.000, 0, 10438, -3113, 9119, 23450, -14331, 0, 9119
2025-8-13, 08:40:00.000000, 644.51, 644.65, 644.51, 644.64, 10761, 47, 644.58, 644.60, 644.58, 7628, 3133, 0.000, 0.000, 0.000, 0.000, 0, 204, -4495, -4495, 3133, -7628, 0, -4495
2025-8-13, 08:45:00.000000, 644.62, 644.67, 644.50, 644.62, 40530, 278, 644.60, 644.60, 644.58, 30764, 9766, 0.000, 0.000, 0.000, 0.000, 0, 1400, -21398, -20998, 9766, -30764, 0, -20998
2025-8-13, 08:50:00.000000, 644.63, 644.79, 644.62, 644.74, 17530, 83, 644.69, 644.72, 644.70, 9368, 8162, 0.000, 0.000, 0.000, 0.000, 0, 1860, -3569, -1206, 8162, -9368, 0, -1206
2025-8-13, 08:55:00.000000, 644.72, 644.72, 644.50, 644.55, 14093, 73, 644.62, 644.59, 644.61, 8414, 5679, 0.000, 0.000, 0.000, 0.000, -917, -917, -3551, -2735, 5679, -8414, 0, -2735
2025-8-13, 09:00:00.000000, 644.58, 644.68, 644.55, 644.66, 8073, 56, 644.62, 644.63, 644.61, 1610, 6463, 0.000, 0.000, 0.000, 0.000, 0, 4953, 0, 4853, 6463, -1610, 0, 4853
2025-8-13, 09:05:00.000000, 644.66, 644.66, 644.55, 644.64, 5642, 37, 644.63, 644.62, 644.60, 3881, 1761, 0.000, 0.000, 0.000, 0.000, -769, -769, -2620, -2120, 1761, -3881, 0, -2120
2025-8-13, 09:10:00.000000, 644.67, 644.71, 644.59, 644.69, 7694, 55, 644.66, 644.66, 644.65, 3842, 3852, 0.000, 0.000, 0.000, 0.000, 0, 669, -290, 10, 3852, -3842, 0, 10
2025-8-13, 09:15:00.000000, 644.68, 644.68, 644.55, 644.63, 17242, 101, 644.63, 644.62, 644.61, 7765, 9477, 0.000, 0.000, 0.000, 0.000, 0, 2772, -38, 1712, 9477, -7765, 0, 1712
2025-8-13, 09:20:00.000000, 644.62, 644.72, 644.61, 644.72, 40377, 183, 644.67, 644.68, 644.66, 8579, 31798, 0.000, 0.000, 0.000, 0.000, 3748, 23890, 3748, 23219, 31798, -8579, 0, 23219
2025-8-13, 09:25:00.000000, 644.73, 644.95, 644.73, 644.91, 45465, 210, 644.83, 644.86, 644.84, 21910, 23555, 0.000, 0.000, 0.000, 0.000, 0, 3781, -6751, 1645, 23555, -21910, 0, 1645
