Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, K, L, M, N, Open, High, Low, Close, Ask Volume, Bid Volume, Zero Line, Difference
2025-7-31, 15:40:00.000000, 632.68, 633.58, 632.68, 633.57, 1291404, 8297, 633.13, 633.28, 633.13, 510702, 780702, 0.000, 0.000, 0.000, 0.000, 0, 270000, -28495, 270000, 780702, -510702, 0, 270000
2025-7-31, 15:45:00.000000, 633.57, 633.68, 632.26, 632.33, 1464931, 9383, 632.96, 632.76, 632.97, 688594, 776337, 0.000, 0.000, 0.000, 0.000, 0, 97788, -21630, 87743, 776337, -688594, 0, 87743
2025-7-31, 15:50:00.000000, 632.33, 632.79, 630.88, 631.10, 2993843, 18178, 631.78, 631.59, 631.83, 1544466, 1449377, 0.000, 0.000, 0.000, 0.000, 0, 885, -113945, -95089, 1449377, -1544466, 0, -95089
2025-7-31, 15:55:00.000000, 631.11, 632.54, 630.77, 631.97, 7484029, 34710, 631.60, 631.76, 631.65, 3094208, 4389821, 0.000, 0.000, 0.000, 0.000, 0, 1295613, -151938, 1295613, 4389821, -3094208, 0, 1295613
2025-7-31, 16:00:00.000000, 631.97, 634.20, 631.57, 631.93, 2652020, 3272, 632.42, 632.57, 632.89, 402711, 2249309, 0.000, 0.000, 0.000, 0.000, 1682533, 1866791, 1682533, 1846598, 2249309, -402711, 0, 1846598
2025-7-31, 16:05:00.000000, 631.93, 632.00, 631.55, 631.64, 262575, 713, 631.78, 631.73, 631.78, 99401, 163174, 0.000, 0.000, 0.000, 0.000, 0, 68590, -15584, 63773, 163174, -99401, 0, 63773
2025-7-31, 16:10:00.000000, 632.08, 632.08, 631.41, 631.49, 134596, 435, 631.77, 631.66, 631.74, 38497, 96099, 0.000, 0.000, 0.000, 0.000, 0, 63771, -1099, 57602, 96099, -38497, 0, 57602
2025-7-31, 16:15:00.000000, 631.53, 632.10, 630.65, 631.19, 213928, 698, 631.37, 631.31, 631.38, 79525, 134403, 0.000, 0.000, 0.000, 0.000, 0, 54878, -3828, 54878, 134403, -79525, 0, 54878
2025-7-31, 16:20:00.000000, 631.18, 631.98, 631.16, 631.98, 558066, 469, 631.57, 631.71, 631.57, 23293, 534773, 0.000, 0.000, 0.000, 0.000, 0, 511480, -3146, 511480, 534773, -23293, 0, 511480
2025-7-31, 16:25:00.000000, 631.26, 631.51, 631.14, 631.36, 56407, 122, 631.32, 631.34, 631.33, 15920, 40487, 0.000, 0.000, 0.000, 0.000, 0, 26222, -4147, 24567, 40487, -15920, 0, 24567
2025-7-31, 16:30:00.000000, 632.00, 632.90, 631.47, 631.86, 241883, 710, 632.06, 632.08, 632.18, 99242, 142641, 0.000, 0.000, 0.000, 0.000, 42917, 68851, 42917, 43399, 142641, -99242, 0, 43399
2025-7-31, 16:35:00.000000, 631.89, 632.18, 631.85, 632.09, 52032, 184, 632.00, 632.04, 632.02, 19590, 32442, 0.000, 0.000, 0.000, 0.000, 0, 15393, -4126, 12852, 32442, -19590, 0, 12852
2025-7-31, 16:40:00.000000, 632.08, 632.08, 631.79, 631.79, 46048, 138, 631.93, 631.89, 631.93, 18188, 27860, 0.000, 0.000, 0.000, 0.000, 0, 16195, -3919, 9672, 27860, -18188, 0, 9672
2025-7-31, 16:45:00.000000, 631.87, 632.30, 631.87, 632.24, 14222, 65, 632.07, 632.14, 632.08, 4989, 9233, 0.000, 0.000, 0.000, 0.000, 240, 5781, 240, 4244, 9233, -4989, 0, 4244
2025-7-31, 16:50:00.000000, 632.19, 632.30, 631.88, 631.91, 32457, 110, 632.07, 632.03, 632.09, 14077, 18380, 0.000, 0.000, 0.000, 0.000, 650, 11412, 650, 4303, 18380, -14077, 0, 4303
2025-7-31, 16:55:00.000000, 631.89, 632.00, 631.51, 631.76, 73602, 250, 631.79, 631.76, 631.76, 17373, 56229, 0.000, 0.000, 0.000, 0.000, 0, 38856, -5131, 38856, 56229, -17373, 0, 38856
2025-7-31, 17:00:00.000000, 631.66, 631.94, 631.50, 631.80, 16808, 57, 631.72, 631.75, 631.72, 12528, 4280, 0.000, 0.000, 0.000, 0.000, -770, -770, -8248, -8248, 4280, -12528, 0, -8248
2025-7-31, 17:05:00.000000, 631.89, 632.01, 631.89, 631.98, 34694, 71, 631.94, 631.96, 631.95, 27088, 7606, 0.000, 0.000, 0.000, 0.000, -97, -97, -19599, -19482, 7606, -27088, 0, -19482
2025-7-31, 17:10:00.000000, 631.97, 631.97, 631.72, 631.72, 24202, 54, 631.84, 631.80, 631.84, 15259, 8943, 0.000, 0.000, 0.000, 0.000, -900, -900, -8112, -6316, 8943, -15259, 0, -6316
2025-7-31, 17:15:00.000000, 631.80, 631.80, 631.50, 631.63, 49538, 84, 631.68, 631.64, 631.65, 43125, 6413, 0.000, 0.000, 0.000, 0.000, -6000, -6000, -40191, -36712, 6413, -43125, 0, -36712
2025-7-31, 17:20:00.000000, 631.69, 632.12, 631.69, 632.00, 30832, 90, 631.88, 631.94, 631.91, 18209, 12623, 0.000, 0.000, 0.000, 0.000, 0, 1216, -7526, -5586, 12623, -18209, 0, -5586
2025-7-31, 17:25:00.000000, 632.02, 632.47, 632.02, 632.37, 40070, 104, 632.22, 632.29, 632.24, 20422, 19648, 0.000, 0.000, 0.000, 0.000, 0, 10754, -1523, -774, 19648, -20422, 0, -774
2025-7-31, 17:30:00.000000, 632.43, 632.47, 631.90, 632.17, 24467, 91, 632.24, 632.18, 632.18, 13159, 11308, 0.000, 0.000, 0.000, 0.000, 0, 2439, -4294, -1851, 11308, -13159, 0, -1851
2025-7-31, 17:35:00.000000, 632.19, 632.30, 631.96, 632.00, 18523, 42, 632.11, 632.09, 632.13, 3355, 15168, 0.000, 0.000, 0.000, 0.000, 0, 11951, -1982, 11813, 15168, -3355, 0, 11813
2025-7-31, 17:40:00.000000, 631.98, 632.11, 631.93, 631.93, 10243, 30, 631.99, 631.99, 632.02, 7596, 2647, 0.000, 0.000, 0.000, 0.000, 0, 810, -4949, -4949, 2647, -7596, 0, -4949
2025-7-31, 17:45:00.000000, 631.93, 632.00, 631.75, 631.75, 22550, 41, 631.86, 631.83, 631.88, 20286, 2264, 0.000, 0.000, 0.000, 0.000, 0, 491, -18022, -18022, 2264, -20286, 0, -18022
2025-7-31, 17:50:00.000000, 631.71, 631.75, 631.50, 631.52, 18032, 81, 631.62, 631.59, 631.63, 9665, 8367, 0.000, 0.000, 0.000, 0.000, 0, 1799, -3366, -1298, 8367, -9665, 0, -1298
2025-7-31, 17:55:00.000000, 631.50, 631.63, 631.26, 631.26, 13481, 65, 631.41, 631.38, 631.45, 10163, 3318, 0.000, 0.000, 0.000, 0.000, 0, 315, -6845, -6845, 3318, -10163, 0, -6845
2025-7-31, 18:00:00.000000, 631.20, 631.99, 630.97, 631.82, 35926, 159, 631.49, 631.59, 631.48, 14125, 21801, 0.000, 0.000, 0.000, 0.000, 0, 8099, -1728, 7676, 21801, -14125, 0, 7676
2025-7-31, 18:05:00.000000, 631.97, 632.17, 631.92, 631.96, 25378, 112, 632.00, 632.02, 632.04, 18783, 6595, 0.000, 0.000, 0.000, 0.000, 0, 3800, -12188, -12188, 6595, -18783, 0, -12188
2025-7-31, 18:10:00.000000, 631.85, 631.87, 631.60, 631.60, 11485, 55, 631.73, 631.69, 631.73, 5813, 5672, 0.000, 0.000, 0.000, 0.000, 0, 1059, -3650, -141, 5672, -5813, 0, -141
2025-7-31, 18:15:00.000000, 631.70, 631.77, 631.35, 631.35, 15135, 76, 631.54, 631.49, 631.56, 8035, 7100, 0.000, 0.000, 0.000, 0.000, 0, 4765, -1035, -935, 7100, -8035, 0, -935
2025-7-31, 18:20:00.000000, 631.36, 631.45, 631.14, 631.16, 51365, 254, 631.28, 631.25, 631.30, 41994, 9371, 0.000, 0.000, 0.000, 0.000, -100, -100, -34479, -32623, 9371, -41994, 0, -32623
2025-7-31, 18:25:00.000000, 631.20, 631.23, 631.10, 631.15, 7535, 25, 631.17, 631.16, 631.16, 3520, 4015, 0.000, 0.000, 0.000, 0.000, 0, 1083, -745, 495, 4015, -3520, 0, 495
2025-7-31, 18:30:00.000000, 632.08, 632.08, 631.15, 631.21, 2791, 16, 631.63, 631.48, 631.61, 1084, 1707, 0.000, 0.000, 0.000, 0.000, 0, 623, -99, 623, 1707, -1084, 0, 623
2025-7-31, 18:35:00.000000, 631.07, 631.07, 630.27, 630.35, 4303, 21, 630.69, 630.56, 630.67, 600, 3703, 0.000, 0.000, 0.000, 0.000, 100, 3103, 100, 3103, 3703, -600, 0, 3103
2025-7-31, 18:40:00.000000, 630.35, 630.54, 629.99, 630.51, 46877, 172, 630.35, 630.35, 630.27, 27561, 19316, 0.000, 0.000, 0.000, 0.000, 0, 1221, -8245, -8245, 19316, -27561, 0, -8245
2025-7-31, 18:45:00.000000, 630.60, 630.83, 630.57, 630.80, 23191, 57, 630.70, 630.73, 630.70, 2747, 20444, 0.000, 0.000, 0.000, 0.000, 4900, 17697, 4900, 17697, 20444, -2747, 0, 17697
2025-7-31, 18:50:00.000000, 630.79, 630.92, 630.55, 630.55, 11955, 34, 630.70, 630.67, 630.73, 3775, 8180, 0.000, 0.000, 0.000, 0.000, 700, 5100, 700, 4405, 8180, -3775, 0, 4405
2025-7-31, 18:55:00.000000, 630.49, 630.95, 630.35, 630.73, 9688, 31, 630.63, 630.68, 630.65, 2360, 7328, 0.000, 0.000, 0.000, 0.000, 0, 6618, 0, 4968, 7328, -2360, 0, 4968
2025-7-31, 19:00:00.000000, 630.74, 630.87, 630.36, 630.80, 14558, 62, 630.69, 630.68, 630.61, 9469, 5089, 0.000, 0.000, 0.000, 0.000, -200, -200, -4622, -4380, 5089, -9469, 0, -4380
2025-7-31, 19:05:00.000000, 630.82, 630.94, 630.47, 630.47, 4429, 23, 630.67, 630.63, 630.70, 1650, 2779, 0.000, 0.000, 0.000, 0.000, 0, 1129, -23, 1129, 2779, -1650, 0, 1129
2025-7-31, 19:10:00.000000, 630.39, 631.15, 630.39, 631.14, 2638, 15, 630.77, 630.89, 630.77, 1658, 980, 0.000, 0.000, 0.000, 0.000, 0, 400, -678, -678, 980, -1658, 0, -678
2025-7-31, 19:15:00.000000, 630.86, 630.86, 630.64, 630.68, 2685, 13, 630.76, 630.73, 630.75, 1435, 1250, 0.000, 0.000, 0.000, 0.000, 0, 744, -185, -185, 1250, -1435, 0, -185
2025-7-31, 19:20:00.000000, 630.98, 630.98, 630.82, 630.82, 902, 7, 630.90, 630.87, 630.90, 902, 0, 0.000, 0.000, 0.000, 0.000, -500, -500, -902, -902, 0, -902, 0, -902
2025-7-31, 19:25:00.000000, 630.80, 630.80, 630.58, 630.62, 4630, 32, 630.70, 630.67, 630.69, 3530, 1100, 0.000, 0.000, 0.000, 0.000, -2000, -2000, -2600, -2430, 1100, -3530, 0, -2430
2025-7-31, 19:30:00.000000, 630.62, 631.04, 630.55, 631.01, 7988, 35, 630.80, 630.87, 630.79, 3899, 4089, 0.000, 0.000, 0.000, 0.000, 0, 2167, -800, 190, 4089, -3899, 0, 190
2025-7-31, 19:35:00.000000, 631.01, 631.08, 630.95, 631.08, 737, 4, 631.03, 631.04, 631.02, 307, 430, 0.000, 0.000, 0.000, 0.000, 0, 123, -157, 123, 430, -307, 0, 123
2025-7-31, 19:40:00.000000, 630.99, 630.99, 630.64, 630.80, 30190, 54, 630.86, 630.81, 630.82, 24500, 5690, 0.000, 0.000, 0.000, 0.000, -9675, -9675, -23231, -18810, 5690, -24500, 0, -18810
2025-7-31, 19:45:00.000000, 630.90, 631.10, 630.89, 630.99, 19446, 49, 630.97, 630.99, 631.00, 12443, 7003, 0.000, 0.000, 0.000, 0.000, 0, 4142, -6365, -5440, 7003, -12443, 0, -5440
2025-7-31, 19:50:00.000000, 631.04, 631.04, 630.91, 630.97, 3580, 16, 630.99, 630.97, 630.97, 1380, 2200, 0.000, 0.000, 0.000, 0.000, 300, 1420, 300, 820, 2200, -1380, 0, 820
2025-7-31, 19:55:00.000000, 631.03, 631.21, 631.00, 631.08, 9535, 42, 631.08, 631.10, 631.10, 4236, 5299, 0.000, 0.000, 0.000, 0.000, 0, 3501, -900, 1063, 5299, -4236, 0, 1063
2025-7-31, 20:00:00.000000, 632.08, 632.08, 632.08, 632.08, 1, 1, 632.08, 632.08, 632.08, 0, 1, 0.000, 0.000, 0.000, 0.000, 1, 1, 1, 1, 1, 0, 0, 1
2025-8-1, 04:00:00.000000, 629.50, 629.50, 627.18, 627.45, 13631, 87, 628.41, 628.04, 628.34, 2305, 11326, 0.000, 0.000, 0.000, 0.000, 1011, 9271, 1011, 9021, 11326, -2305, 0, 9021
2025-8-1, 04:05:00.000000, 627.31, 627.50, 627.17, 627.35, 66524, 463, 627.33, 627.34, 627.33, 6503, 60021, 0.000, 0.000, 0.000, 0.000, 0, 53518, -491, 53518, 60021, -6503, 0, 53518
2025-8-1, 04:10:00.000000, 627.37, 627.47, 627.01, 627.27, 41041, 271, 627.28, 627.25, 627.24, 4207, 36834, 0.000, 0.000, 0.000, 0.000, 0, 33031, -976, 32627, 36834, -4207, 0, 32627
2025-8-1, 04:15:00.000000, 627.43, 627.78, 627.39, 627.59, 21035, 145, 627.55, 627.59, 627.59, 6745, 14290, 0.000, 0.000, 0.000, 0.000, 400, 11040, 400, 7545, 14290, -6745, 0, 7545
2025-8-1, 04:20:00.000000, 627.51, 627.51, 627.15, 627.30, 5404, 38, 627.37, 627.32, 627.33, 3791, 1613, 0.000, 0.000, 0.000, 0.000, -2100, -2100, -3170, -2178, 1613, -3791, 0, -2178
2025-8-1, 04:25:00.000000, 627.34, 627.34, 626.06, 626.15, 18239, 128, 626.72, 626.52, 626.70, 12321, 5918, 0.000, 0.000, 0.000, 0.000, 0, 100, -7226, -6403, 5918, -12321, 0, -6403
2025-8-1, 04:30:00.000000, 626.25, 626.53, 626.00, 626.06, 20225, 73, 626.21, 626.20, 626.27, 9815, 10410, 0.000, 0.000, 0.000, 0.000, 0, 7014, -821, 595, 10410, -9815, 0, 595
2025-8-1, 04:35:00.000000, 626.29, 626.32, 625.76, 625.76, 10775, 89, 626.03, 625.95, 626.04, 5070, 5705, 0.000, 0.000, 0.000, 0.000, 0, 3540, -550, 635, 5705, -5070, 0, 635
2025-8-1, 04:40:00.000000, 625.69, 626.27, 625.69, 626.13, 6264, 42, 625.94, 626.03, 625.98, 2918, 3346, 0.000, 0.000, 0.000, 0.000, 0, 1028, -1400, 428, 3346, -2918, 0, 428
2025-8-1, 04:45:00.000000, 626.26, 626.58, 626.26, 626.51, 4571, 37, 626.40, 626.45, 626.42, 1671, 2900, 0.000, 0.000, 0.000, 0.000, 0, 1329, -100, 1229, 2900, -1671, 0, 1229
2025-8-1, 04:50:00.000000, 626.63, 626.78, 626.43, 626.63, 7480, 59, 626.62, 626.61, 626.60, 2910, 4570, 0.000, 0.000, 0.000, 0.000, 390, 1960, 390, 1660, 4570, -2910, 0, 1660
2025-8-1, 04:55:00.000000, 626.68, 626.87, 626.57, 626.70, 18741, 110, 626.71, 626.71, 626.72, 15885, 2856, 0.000, 0.000, 0.000, 0.000, 0, 936, -13029, -13029, 2856, -15885, 0, -13029
2025-8-1, 05:00:00.000000, 626.67, 627.02, 626.66, 627.01, 9084, 65, 626.84, 626.90, 626.84, 4385, 4699, 0.000, 0.000, 0.000, 0.000, 0, 1574, -700, 314, 4699, -4385, 0, 314
2025-8-1, 05:05:00.000000, 626.78, 627.10, 626.78, 626.87, 6267, 42, 626.88, 626.92, 626.94, 2586, 3681, 0.000, 0.000, 0.000, 0.000, 100, 2095, 100, 1095, 3681, -2586, 0, 1095
2025-8-1, 05:10:00.000000, 626.87, 626.87, 626.65, 626.65, 1760, 9, 626.76, 626.72, 626.76, 200, 1560, 0.000, 0.000, 0.000, 0.000, 460, 1460, 460, 1360, 1560, -200, 0, 1360
2025-8-1, 05:15:00.000000, 626.66, 626.82, 626.57, 626.62, 17529, 62, 626.67, 626.67, 626.70, 5199, 12330, 0.000, 0.000, 0.000, 0.000, 0, 7131, -1429, 7131, 12330, -5199, 0, 7131
2025-8-1, 05:20:00.000000, 626.44, 626.50, 626.29, 626.34, 6071, 31, 626.39, 626.38, 626.40, 3474, 2597, 0.000, 0.000, 0.000, 0.000, -100, -100, -2544, -877, 2597, -3474, 0, -877
2025-8-1, 05:25:00.000000, 626.39, 626.40, 626.28, 626.32, 3525, 20, 626.35, 626.33, 626.34, 2175, 1350, 0.000, 0.000, 0.000, 0.000, 0, 400, -825, -825, 1350, -2175, 0, -825
2025-8-1, 05:30:00.000000, 626.13, 626.42, 626.12, 626.17, 3241, 21, 626.21, 626.24, 626.27, 1292, 1949, 0.000, 0.000, 0.000, 0.000, 77, 749, 77, 657, 1949, -1292, 0, 657
2025-8-1, 05:35:00.000000, 626.29, 626.41, 626.25, 626.41, 1145, 7, 626.34, 626.36, 626.33, 1025, 120, 0.000, 0.000, 0.000, 0.000, 0, 20, -905, -905, 120, -1025, 0, -905
2025-8-1, 05:40:00.000000, 626.63, 626.71, 626.52, 626.54, 4587, 34, 626.60, 626.59, 626.61, 2387, 2200, 0.000, 0.000, 0.000, 0.000, 0, 1100, -887, -187, 2200, -2387, 0, -187
2025-8-1, 05:45:00.000000, 626.69, 626.84, 626.68, 626.84, 400, 4, 626.76, 626.79, 626.76, 0, 400, 0.000, 0.000, 0.000, 0.000, 300, 400, 300, 400, 400, 0, 0, 400
2025-8-1, 05:50:00.000000, 626.77, 626.82, 626.77, 626.77, 1025, 5, 626.78, 626.79, 626.80, 325, 700, 0.000, 0.000, 0.000, 0.000, 0, 375, -100, 375, 700, -325, 0, 375
2025-8-1, 05:55:00.000000, 626.67, 626.68, 626.65, 626.68, 1200, 12, 626.67, 626.67, 626.67, 1100, 100, 0.000, 0.000, 0.000, 0.000, -1000, -1000, -1100, -1000, 100, -1100, 0, -1000
2025-8-1, 06:00:00.000000, 626.67, 626.67, 626.23, 626.46, 5801, 51, 626.51, 626.45, 626.45, 1859, 3942, 0.000, 0.000, 0.000, 0.000, 0, 2083, -157, 2083, 3942, -1859, 0, 2083
2025-8-1, 06:05:00.000000, 626.22, 626.33, 626.00, 626.33, 6194, 49, 626.22, 626.22, 626.17, 3442, 2752, 0.000, 0.000, 0.000, 0.000, 0, 720, -1279, -690, 2752, -3442, 0, -690
2025-8-1, 06:10:00.000000, 626.37, 626.51, 626.37, 626.51, 1891, 8, 626.44, 626.46, 626.44, 761, 1130, 0.000, 0.000, 0.000, 0.000, 0, 500, -36, 369, 1130, -761, 0, 369
2025-8-1, 06:15:00.000000, 626.46, 626.57, 626.17, 626.57, 2290, 17, 626.44, 626.44, 626.37, 1180, 1110, 0.000, 0.000, 0.000, 0.000, 0, 310, -350, -70, 1110, -1180, 0, -70
2025-8-1, 06:20:00.000000, 626.48, 626.53, 626.07, 626.08, 1825, 15, 626.29, 626.23, 626.30, 1225, 600, 0.000, 0.000, 0.000, 0.000, -125, -125, -1025, -625, 600, -1225, 0, -625
2025-8-1, 06:25:00.000000, 626.22, 626.51, 626.07, 626.50, 3613, 31, 626.33, 626.36, 626.29, 1576, 2037, 0.000, 0.000, 0.000, 0.000, 0, 961, -245, 461, 2037, -1576, 0, 461
2025-8-1, 06:30:00.000000, 626.35, 626.42, 626.24, 626.31, 8931, 47, 626.33, 626.32, 626.33, 6174, 2757, 0.000, 0.000, 0.000, 0.000, 0, 488, -3494, -3417, 2757, -6174, 0, -3417
2025-8-1, 06:35:00.000000, 626.22, 626.34, 626.05, 626.21, 20095, 113, 626.21, 626.20, 626.20, 9170, 10925, 0.000, 0.000, 0.000, 0.000, 225, 5375, 225, 1755, 10925, -9170, 0, 1755
2025-8-1, 06:40:00.000000, 626.20, 626.24, 625.60, 625.63, 137435, 490, 625.92, 625.82, 625.92, 99130, 38305, 0.000, 0.000, 0.000, 0.000, -900, -900, -61525, -60825, 38305, -99130, 0, -60825
2025-8-1, 06:45:00.000000, 625.71, 625.97, 625.35, 625.36, 76103, 249, 625.60, 625.56, 625.66, 55905, 20198, 0.000, 0.000, 0.000, 0.000, -200, -200, -35707, -35707, 20198, -55905, 0, -35707
2025-8-1, 06:50:00.000000, 625.50, 625.60, 624.91, 625.04, 17659, 119, 625.26, 625.18, 625.26, 7783, 9876, 0.000, 0.000, 0.000, 0.000, 300, 4503, 300, 2093, 9876, -7783, 0, 2093
2025-8-1, 06:55:00.000000, 624.89, 625.36, 624.83, 625.17, 18237, 126, 625.06, 625.12, 625.09, 2499, 15738, 0.000, 0.000, 0.000, 0.000, 0, 13239, -489, 13239, 15738, -2499, 0, 13239
2025-8-1, 07:00:00.000000, 625.36, 625.58, 625.20, 625.44, 17900, 142, 625.39, 625.41, 625.39, 6562, 11338, 0.000, 0.000, 0.000, 0.000, 1000, 6079, 1000, 4776, 11338, -6562, 0, 4776
2025-8-1, 07:05:00.000000, 625.54, 625.88, 625.54, 625.88, 32878, 199, 625.71, 625.77, 625.71, 6212, 26666, 0.000, 0.000, 0.000, 0.000, 0, 20454, -200, 20454, 26666, -6212, 0, 20454
2025-8-1, 07:10:00.000000, 625.89, 626.40, 625.89, 626.24, 34719, 198, 626.10, 626.18, 626.15, 13348, 21371, 0.000, 0.000, 0.000, 0.000, 0, 8509, -954, 8023, 21371, -13348, 0, 8023
2025-8-1, 07:15:00.000000, 626.28, 626.49, 626.24, 626.41, 26662, 198, 626.35, 626.38, 626.36, 4224, 22438, 0.000, 0.000, 0.000, 0.000, 30, 19214, 30, 18214, 22438, -4224, 0, 18214
2025-8-1, 07:20:00.000000, 626.22, 626.52, 626.18, 626.32, 20240, 127, 626.31, 626.34, 626.35, 14874, 5366, 0.000, 0.000, 0.000, 0.000, 0, 1231, -9813, -9508, 5366, -14874, 0, -9508
2025-8-1, 07:25:00.000000, 626.37, 626.50, 626.34, 626.37, 6755, 51, 626.40, 626.40, 626.42, 2995, 3760, 0.000, 0.000, 0.000, 0.000, 0, 1565, -1365, 765, 3760, -2995, 0, 765
2025-8-1, 07:30:00.000000, 626.28, 626.54, 626.26, 626.34, 7126, 56, 626.36, 626.38, 626.40, 1470, 5656, 0.000, 0.000, 0.000, 0.000, 124, 4186, 124, 4186, 5656, -1470, 0, 4186
2025-8-1, 07:35:00.000000, 626.40, 626.63, 626.36, 626.60, 11614, 62, 626.50, 626.53, 626.49, 5687, 5927, 0.000, 0.000, 0.000, 0.000, 0, 880, -1170, 240, 5927, -5687, 0, 240
2025-8-1, 07:40:00.000000, 626.49, 626.69, 626.49, 626.62, 8416, 69, 626.57, 626.60, 626.59, 2200, 6216, 0.000, 0.000, 0.000, 0.000, 860, 4016, 860, 4016, 6216, -2200, 0, 4016
2025-8-1, 07:45:00.000000, 626.62, 627.00, 626.60, 626.68, 11718, 90, 626.72, 626.76, 626.80, 5500, 6218, 0.000, 0.000, 0.000, 0.000, 0, 2518, -94, 718, 6218, -5500, 0, 718
2025-8-1, 07:50:00.000000, 626.48, 626.78, 626.48, 626.67, 24415, 125, 626.60, 626.64, 626.63, 17110, 7305, 0.000, 0.000, 0.000, 0.000, -200, -200, -10005, -9805, 7305, -17110, 0, -9805
2025-8-1, 07:55:00.000000, 626.64, 626.95, 626.60, 626.87, 34361, 174, 626.77, 626.81, 626.78, 26846, 7515, 0.000, 0.000, 0.000, 0.000, 0, 1938, -19331, -19331, 7515, -26846, 0, -19331
2025-8-1, 08:00:00.000000, 625.38, 631.64, 624.87, 626.97, 258038, 825, 627.21, 627.83, 628.25, 112497, 145541, 0.000, 0.000, 0.000, 0.000, 0, 35092, -62958, 33044, 145541, -112497, 0, 33044
2025-8-1, 08:05:00.000000, 626.96, 627.00, 626.81, 626.85, 16039, 67, 626.91, 626.89, 626.91, 8454, 7585, 0.000, 0.000, 0.000, 0.000, 0, 3637, -873, -869, 7585, -8454, 0, -869
2025-8-1, 08:10:00.000000, 626.89, 627.20, 626.79, 626.89, 43226, 232, 626.94, 626.96, 626.99, 19174, 24052, 0.000, 0.000, 0.000, 0.000, 34, 9827, 34, 4878, 24052, -19174, 0, 4878
2025-8-1, 08:15:00.000000, 626.92, 626.95, 626.54, 626.69, 62812, 281, 626.77, 626.73, 626.74, 38532, 24280, 0.000, 0.000, 0.000, 0.000, 0, 824, -14252, -14252, 24280, -38532, 0, -14252
2025-8-1, 08:20:00.000000, 626.70, 626.96, 626.60, 626.96, 20499, 95, 626.80, 626.84, 626.78, 11478, 9021, 0.000, 0.000, 0.000, 0.000, -400, -400, -3972, -2457, 9021, -11478, 0, -2457
2025-8-1, 08:25:00.000000, 626.84, 627.00, 626.57, 626.95, 62021, 225, 626.84, 626.84, 626.79, 20815, 41206, 0.000, 0.000, 0.000, 0.000, 13826, 23188, 13826, 20391, 41206, -20815, 0, 20391
2025-8-1, 08:30:00.000000, 626.53, 627.10, 625.40, 625.51, 411105, 1589, 626.14, 626.00, 626.25, 220962, 190143, 0.000, 0.000, 0.000, 0.000, 0, 24491, -33603, -30819, 190143, -220962, 0, -30819
2025-8-1, 08:35:00.000000, 625.50, 626.87, 625.48, 626.74, 325034, 1230, 626.15, 626.36, 626.17, 170749, 154285, 0.000, 0.000, 0.000, 0.000, 0, 26234, -17455, -16464, 154285, -170749, 0, -16464
2025-8-1, 08:40:00.000000, 626.74, 628.20, 626.71, 627.71, 179207, 778, 627.34, 627.54, 627.46, 84479, 94728, 0.000, 0.000, 0.000, 0.000, 0, 18659, -6523, 10249, 94728, -84479, 0, 10249
2025-8-1, 08:45:00.000000, 627.59, 627.59, 626.72, 626.77, 116432, 485, 627.17, 627.03, 627.16, 56228, 60204, 0.000, 0.000, 0.000, 0.000, 0, 9981, -4955, 3976, 60204, -56228, 0, 3976
2025-8-1, 08:50:00.000000, 626.76, 626.90, 626.38, 626.59, 141972, 557, 626.66, 626.62, 626.64, 65278, 76694, 0.000, 0.000, 0.000, 0.000, 0, 30427, -100, 11416, 76694, -65278, 0, 11416
2025-8-1, 08:55:00.000000, 626.57, 626.70, 625.80, 625.84, 123509, 467, 626.23, 626.11, 626.25, 56492, 67017, 0.000, 0.000, 0.000, 0.000, 0, 13058, -12448, 10525, 67017, -56492, 0, 10525
2025-8-1, 09:00:00.000000, 625.95, 626.64, 625.95, 626.18, 89973, 377, 626.18, 626.26, 626.30, 30135, 59838, 0.000, 0.000, 0.000, 0.000, 0, 33059, -3160, 29703, 59838, -30135, 0, 29703
2025-8-1, 09:05:00.000000, 626.18, 626.43, 625.88, 626.00, 69815, 293, 626.12, 626.10, 626.16, 39885, 29930, 0.000, 0.000, 0.000, 0.000, 0, 2750, -10579, -9955, 29930, -39885, 0, -9955
2025-8-1, 09:10:00.000000, 626.01, 626.28, 625.60, 625.64, 66146, 336, 625.88, 625.84, 625.94, 30611, 35535, 0.000, 0.000, 0.000, 0.000, 0, 7782, -3839, 4924, 35535, -30611, 0, 4924
2025-8-1, 09:15:00.000000, 625.70, 626.00, 625.55, 625.96, 95008, 443, 625.80, 625.84, 625.78, 40548, 54460, 0.000, 0.000, 0.000, 0.000, 0, 15203, -7427, 13912, 54460, -40548, 0, 13912
2025-8-1, 09:20:00.000000, 625.95, 625.95, 625.50, 625.70, 70464, 296, 625.78, 625.72, 625.72, 36903, 33561, 0.000, 0.000, 0.000, 0.000, 0, 1932, -8076, -3342, 33561, -36903, 0, -3342
2025-8-1, 09:25:00.000000, 625.64, 625.75, 625.30, 625.70, 96228, 388, 625.60, 625.58, 625.53, 48596, 47632, 0.000, 0.000, 0.000, 0.000, -225, -225, -15365, -964, 47632, -48596, 0, -964
